timestamp,service_id,cpu_utilization,memory_utilization,replica_count,request_rate,latency_ms,source,submit_time,start_time,finish_time,completion_time,wait_time,makespan,cpu_memory_ratio,cpu_capacity,gpu_count,gpu_utilization,gpu_memory,jct,acceptance_ratio,successful_requests,failed_requests,error_rate,success_rate
0,002251d4123496684687c2acad43bdef9419a5e4fc01a65d2c558af92a5ad649,0.1593930643608208,0.6837467699902009,437,42.19191456903127,11.513254950586694,alibaba,0.0,0.0,11.513254950586694,11.513254950586694,0.0,11.513254950586694,0.2331171003017756,437.0,0,0.0,0.0,11.513254950586694,1.0,42.19191456903127,0.0,0.0,1.0
0,0023afa70a8c05ccf27bff17cbe84c79e18cdf400e92f213851e54c985253ec6,0.1399287030213562,0.6176405657892642,115,148.43855072463768,4.718628489957204,alibaba,0.0,0.0,4.718628489957204,4.718628489957204,0.0,4.718628489957204,0.2265536151152014,115.0,0,0.0,0.0,4.718628489957204,1.0,148.43855072463768,0.0,0.0,1.0
0,00292757babaf611f8dd649bedfbc5cfed3b59f7a2f0e7dc225b2577a3c1ba37,0.0826083333337252,0.7124693870544434,10,15.316666666666666,15.683399529892096,alibaba,0.0,0.0,15.683399529892096,15.683399529892096,0.0,15.683399529892096,0.1159465021721876,10.0,0,0.0,0.0,15.683399529892096,1.0,15.316666666666666,0.0,0.0,1.0
0,003071d94dbe7b8c77f41b3bf7dc0b5fdef027c56d6430ed74a94153c670c652,0.0592604166666391,0.7593831916650137,24,0.9028985507246376,164.48787420716323,alibaba,0.0,0.0,164.48787420716323,164.48787420716323,0.0,164.48787420716323,0.0780375669583961,24.0,0,0.0,0.0,164.48787420716323,1.0,0.9028985507246376,0.0,0.0,1.0
0,0056d10180b7601f584d86613cca7931fc9030a70c1bc6589bf49c8c039c4573,0.144666666668167,0.6602034568786621,3,0.0,0.0,alibaba,0.0,0.0,0.0,0.0,0.0,0.0,0.2191243701632951,3.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,005f4852256d09efba0aaad947173fe8e4d615bcd0e43ed0b50722f5c493dd79,0.03170833333279,0.4024829864501953,1,0.0,0.0,alibaba,0.0,0.0,0.0,0.0,0.0,0.0,0.0787817979896492,1.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,006b06cb465b49d445eedd2af00ddd56fbef9ddf72fe091d06baa0cf4dfe920a,0.0618333333327124,0.5604071617126465,1,19.73333333333333,0.9552364864864864,alibaba,0.0,0.0,0.9552364864864864,0.9552364864864864,0.0,0.9552364864864864,0.110336443852261,1.0,0,0.0,0.0,0.9552364864864864,1.0,19.73333333333333,0.0,0.0,1.0
0,00994b42ca2c6618970a23c0087bda67eb2a298404dc3a5fad85d46d011d850e,0.0372958333330461,0.7351796627044678,5,6.993333333333334,33.28126544806936,alibaba,0.0,0.0,33.28126544806936,33.28126544806936,0.0,33.28126544806936,0.0507302299356973,5.0,0,0.0,0.0,33.28126544806936,1.0,6.993333333333334,0.0,0.0,1.0
0,00d7f431c614ceb809744092d9dc731b93b77de8d834e5759b0befe055378777,0.0568124468732221,0.4851875199211968,45,32.37888888888889,0.3454766357087701,alibaba,0.0,0.0,0.3454766357087701,0.3454766357087701,0.0,0.3454766357087701,0.1170937926895759,45.0,0,0.0,0.0,0.3454766357087701,1.0,32.37888888888889,0.0,0.0,1.0
0,0132c76602caabd29f1019266695ff2fc1d267f00f17bdfffb9ef84b46bbe32f,0.091684375000077,0.5632643103599548,80,25.030625,5.4386942906745785,alibaba,0.0,0.0,5.4386942906745785,5.4386942906745785,0.0,5.4386942906745785,0.1627732723585593,80.0,0,0.0,0.0,5.4386942906745785,1.0,25.030625,0.0,0.0,1.0
0,01371e5f86d70126847cbc48d88fc5b9301b38e2fea1a7e7eecf278ebf6d7484,0.3184900199592589,0.6185986410357995,167,114.15439121756486,14.950275410728768,alibaba,0.0,0.0,14.950275410728768,14.950275410728768,0.0,14.950275410728768,0.5148572900612423,167.0,0,0.0,0.0,14.950275410728768,1.0,114.15439121756486,0.0,0.0,1.0
0,0140a96e5b13c34274963da7712bb464f77bb4f5b34a5a0024665db0d0f5b320,0.1184999999978269,0.5311198234558105,1,39.56666666666667,29.54296545914069,alibaba,0.0,0.0,29.54296545914069,29.54296545914069,0.0,29.54296545914069,0.2231134948546806,1.0,0,0.0,0.0,29.54296545914069,1.0,39.56666666666667,0.0,0.0,1.0
